caption,rating,url_user
"3 words: Oh my God! Beautiful view, prices are correct. Excellent food and cocktails...now one of my favorite rooftop.",5,https://www.google.com/maps/contrib/109149010853460820548/reviews?hl=en-LU
"A beautiful bar set with an incredible panoramic views across London. Service is great! Evelina was so lovely and recommended us the best drinks. Menu is great, prices are not that bad!",5,https://www.google.com/maps/contrib/110623090895330455653/reviews?hl=en-LU
"A fun spot for drinks with a view. The cocktails are really nice, though service is quite slow. Definitely go at least once for the experience! The sunset is stunning.",4,https://www.google.com/maps/contrib/103436998164707056291/reviews?hl=en-LU
A Great Evening Out !,5,https://www.google.com/maps/contrib/117568786905569548628/reviews?hl=en-LU
"A great place for an amazing dining experience! Highly recommended.  ...Breakfast, on the other hand, was too expensive for what it was.",5,https://www.google.com/maps/contrib/116673732718743718728/reviews?hl=en-LU
A great view and a great place for a relaxing drink. Recommended!,5,https://www.google.com/maps/contrib/114264161674492438771/reviews?hl=en-LU
"A great view over Canary Wharf and East London, Staff were friendly helpful & polite.",5,https://www.google.com/maps/contrib/110353625533333842388/reviews?hl=en-LU
A high-end bar and resto at the top of the Novotel hotel in Canary Wharf. Food and service were excellent and the view isn't bad either!,5,https://www.google.com/maps/contrib/102494278355645857062/reviews?hl=en-LU
"A perfect restaurant, cocktail & Bar to have  a fantastic drink or dinner in London sky (37-39 floors) looking to Central City. Totally recommended and balanced price&quality. Canary Wharf views as well, very well communicated and nice facilities.",5,https://www.google.com/maps/contrib/112039329979808876640/reviews?hl=en-LU
A rooftop bar with one of the best views of the London Skyline. Really good vibes and the staff are always willing to do anything to make your stay with them as comfortable as possible. I like the music there as well without is a blend of pop and techno. The only downside is there is limited parking in the area around the side streets.,5,https://www.google.com/maps/contrib/117080739278237972249/reviews?hl=en-LU
A very good rooftop bar with very decent prices.,5,https://www.google.com/maps/contrib/106167884830202489838/reviews?hl=en-LU
• Contemporary Bar • Awesome Views • Must Visit •  Great view from Bōkan 38 bar of the ALL NEW ‘Harbour Central’ x7 tower development on the south east view.  Awesome place to have working lunches as we were with our clients from Galliard …,5,https://www.google.com/maps/contrib/101299286204854571799/reviews?hl=en-LU
"Absolutely exceeded our expectations. The staff were all wonderful and seemed genuinely happy to work there. The food, drinks, ambience, and of course the view were all fantastic. We really couldn't fault it and can't wait to go back. The view is just brilliant and takes in the whole city, even in the bathrooms!",5,https://www.google.com/maps/contrib/115135605816551152534/reviews?hl=en-LU
Absolutely love Bokan and the view!,4,https://www.google.com/maps/contrib/113140542453845199188/reviews?hl=en-LU
"Absolutely stunning view. Worth visiting just for that alone. Furthermore, the place was quite upscale and the wait time was adequate. I would recommend a reservation for one of these tables with the best view!",5,https://www.google.com/maps/contrib/106066428896298811028/reviews?hl=en-LU
Absolutely terrible and unfriendly Service at the Bokan. Reserved weeks in advance for my birthday dinner and as it was in the middle of summer and 34 degrees our entire party was not let in because I was wearing sandals in the 34 degree …,1,https://www.google.com/maps/contrib/107541251751010554489/reviews?hl=en-LU
After the lovely reviews and some research I visited Bokan Bar with my wife and her parents for NYE. I must say that the staff absolutely ruined the experience.  There was a private section reserved for staff and presumably VIP guests on …,1,https://www.google.com/maps/contrib/117683215376479425305/reviews?hl=en-LU
"Always a nice place to enjoy a drink with a breathtaking view. The staff is top notch, the place isn't usually crazy busy. Perfectly located so you don't have much buildings hidding the view. And the best part: drinks aren't overpriced like in many rooftop places. Definitely a place to go (and to take a date).",5,https://www.google.com/maps/contrib/105339562287886490802/reviews?hl=en-LU
Always having a good service and the best view ♥️,5,https://www.google.com/maps/contrib/111196529524574784290/reviews?hl=en-LU
Always stunning view and excellent service,5,https://www.google.com/maps/contrib/111690712240181537661/reviews?hl=en-LU
Amazing atmosphere free band,5,https://www.google.com/maps/contrib/105822581792195617024/reviews?hl=en-LU
Amazing atmosphere! Great view!,5,https://www.google.com/maps/contrib/102482658675748222536/reviews?hl=en-LU
"Amazing experience, fantastic food, great service and the best view",5,https://www.google.com/maps/contrib/102467932523724706807/reviews?hl=en-LU
"Amazing food, ambience and London view",5,https://www.google.com/maps/contrib/107481047757039329125/reviews?hl=en-LU
Amazing hotel 👌,5,https://www.google.com/maps/contrib/106914345867442028638/reviews?hl=en-LU
"Amazing location with an outdoor roof top terrasse, good selection of drinks but food is so so.",4,https://www.google.com/maps/contrib/112175705186630102418/reviews?hl=en-LU
Amazing location. Pity they feel the need to put a service charge on a drink served at the bar that's already overpriced.,2,https://www.google.com/maps/contrib/109394231049937108013/reviews?hl=en-LU
"Amazing night view for Canary Wharf area. Really romantic view near the window. A nice bar to Enjoy drink with friends and colleagues after work. While you might wait for a bit for your drink, just enjoy the time talking with your friends sharing all the joy of he day.",5,https://www.google.com/maps/contrib/111680677080007800418/reviews?hl=en-LU
Amazing place,5,https://www.google.com/maps/contrib/117483479096924731461/reviews?hl=en-LU
Amazing place and wonderful view of London!,5,https://www.google.com/maps/contrib/104541855096792315281/reviews?hl=en-LU
Amazing place with stunning views,5,https://www.google.com/maps/contrib/114956843452107474249/reviews?hl=en-LU
"Amazing place, very good wine, stunning view, great atmosphere and price not so high for the level of the place",5,https://www.google.com/maps/contrib/106479478893194893906/reviews?hl=en-LU
Amazing place.  Lovely coktails and beautiful view.,5,https://www.google.com/maps/contrib/106857944184993543826/reviews?hl=en-LU
Amazing rooftop. Def worth it,5,https://www.google.com/maps/contrib/118439729009901215242/reviews?hl=en-LU
Amazing terrace,5,https://www.google.com/maps/contrib/108336265006281430781/reviews?hl=en-LU
Amazing view,5,https://www.google.com/maps/contrib/112985847533526597695/reviews?hl=en-LU
Amazing view,5,https://www.google.com/maps/contrib/114541424337300787187/reviews?hl=en-LU
"Amazing view and amazing place. Quite and lovely. I definitely recommend it. Also, it is easy to go there and nobody will say something even if you go for to enjoy. But of course, you can order something and enjoy your coffee or drink close to the sky. )",5,https://www.google.com/maps/contrib/116607999189609020554/reviews?hl=en-LU
Amazing view and interior design! Recommend!,5,https://www.google.com/maps/contrib/117610725892852380186/reviews?hl=en-LU
Amazing view and nice cocktails. They also have live music on some nights.,5,https://www.google.com/maps/contrib/106122201198500849728/reviews?hl=en-LU
"Amazing view from the top, be sure to be up there by sunset and look towards the city! Even by night it's amazing.",5,https://www.google.com/maps/contrib/101042210447823844718/reviews?hl=en-LU
Amazing view of London and great atmosphere,5,https://www.google.com/maps/contrib/117130150410261813730/reviews?hl=en-LU
Amazing view on London downtown from 39 floor,5,https://www.google.com/maps/contrib/110903434075442780822/reviews?hl=en-LU
Amazing view! A different view!  If you visit London you have not to miss this place! I will visit you again ☺️☺️,5,https://www.google.com/maps/contrib/116039934312834029421/reviews?hl=en-LU
"Amazing view, just a bit overpriced",4,https://www.google.com/maps/contrib/111755835244110870573/reviews?hl=en-LU
"Amazing view, nice cocktails",5,https://www.google.com/maps/contrib/111719148788711725708/reviews?hl=en-LU
"Amazing view, nice place ,good staff",5,https://www.google.com/maps/contrib/115779418597947338884/reviews?hl=en-LU
"Amazing view, service and wine!",5,https://www.google.com/maps/contrib/104192066264437594777/reviews?hl=en-LU
Amazing views,5,https://www.google.com/maps/contrib/117040291996115770725/reviews?hl=en-LU
Amazing views,5,https://www.google.com/maps/contrib/100415690473556247175/reviews?hl=en-LU
Amazing Views,5,https://www.google.com/maps/contrib/110458974415460569418/reviews?hl=en-LU
Amazing views and extensive drinks menu. Quite expensive but it's a nice place so I wasn't complaining. Will go back for food soon.,4,https://www.google.com/maps/contrib/104422548162194559616/reviews?hl=en-LU
Amazing views and fantastic atmosphere.  Food was good but didn't quite live up to my expectations,4,https://www.google.com/maps/contrib/104908758436974768744/reviews?hl=en-LU
Amazing views and good food!,4,https://www.google.com/maps/contrib/104716636362758952890/reviews?hl=en-LU
"Amazing views and good, friendly service.",5,https://www.google.com/maps/contrib/101306378215120925626/reviews?hl=en-LU
Amazing views and reasanable prices,5,https://www.google.com/maps/contrib/101252991531115638834/reviews?hl=en-LU
Amazing views but food and service was very poor. Pop in here for drinks but definitely not food!,2,https://www.google.com/maps/contrib/105887897339661120072/reviews?hl=en-LU
Amazing views but over priced,3,https://www.google.com/maps/contrib/101397383189327469178/reviews?hl=en-LU
"Amazing views of London and Canary Wharf. The staff in Bokan Restaurant were lovely,nothing too much trouble ,the food was excellent.",5,https://www.google.com/maps/contrib/110770699480523995173/reviews?hl=en-LU
Amazing views of London and fabulous selection of drinks and food,5,https://www.google.com/maps/contrib/114781501205231209209/reviews?hl=en-LU
Amazing views of London and fun coctails,5,https://www.google.com/maps/contrib/110282956645927574802/reviews?hl=en-LU
Amazing views of London City. Cocktails and stuff. We just had drinks so can't comment on the food. I'd imagine the view is good enough to make anything taste nice.,5,https://www.google.com/maps/contrib/101164850450234021781/reviews?hl=en-LU
"Amazing views of London from the 39th floor, drinks prices are also high",4,https://www.google.com/maps/contrib/111012662765774448440/reviews?hl=en-LU
Amazing views over Canary Wharf and the rest of the city. Very good service and curated cocktails. I didn't try the restaurant but the drunk session it's worth the money.,5,https://www.google.com/maps/contrib/104715810722823717748/reviews?hl=en-LU
"Amazing views! The restaurant is designed to ensure that the tables are not too close to one another and ours had a perfect view. The menu has got delicious dishes. We had the fois gras, Welsh hen's egg, pigeon, lamb. The cocktails are good …",5,https://www.google.com/maps/contrib/109076548124733092012/reviews?hl=en-LU
Amazing views!!!!,5,https://www.google.com/maps/contrib/105330238276282265098/reviews?hl=en-LU
"Amazing views, a bit pricey but to be expected for such a place, very nice",5,https://www.google.com/maps/contrib/113060618178652337099/reviews?hl=en-LU
"Amazing views, beautiful place however the lights could have been better designed (had a spot light on my face for the whole night), drinks are overpriced. Live music is really good and makes a difference and the terrace is the best part!",4,https://www.google.com/maps/contrib/114207587658548893301/reviews?hl=en-LU
"Amazing views, good food and service. Love going there .",5,https://www.google.com/maps/contrib/103773312368271275037/reviews?hl=en-LU
"Amazing views, great surroundings but the experience was sadly marred by very poor service.",2,https://www.google.com/maps/contrib/101317461383386009839/reviews?hl=en-LU
"Amazing views, nice music, good drinks, loved it",5,https://www.google.com/maps/contrib/107387109692614354817/reviews?hl=en-LU
"Amazing views, tasty drinks and bites",4,https://www.google.com/maps/contrib/105489482577118092989/reviews?hl=en-LU
"Amazing views, top place to share a wine with someone special.",5,https://www.google.com/maps/contrib/116941193762675134648/reviews?hl=en-LU
Amazing!!!,5,https://www.google.com/maps/contrib/113883135440701041963/reviews?hl=en-LU
An absolute gem.,5,https://www.google.com/maps/contrib/110172973469380408730/reviews?hl=en-LU
An amazing weekend brunch menu with a bottomless prosecco option. Food options are varied and all delicious. Among mains the bouillabaisse is especially good and for desert the chocolate mousse is the most delicious option. The view is …,5,https://www.google.com/maps/contrib/117008079817501610010/reviews?hl=en-LU
Ate here on the Sunday 10th March for my 36th birthday celebration. We had the brunch set menu. There was 8 of us that dined together. The food and service was actually quite good - the waiter made a massive effort to be very accommodating …,1,https://www.google.com/maps/contrib/106578123953273934360/reviews?hl=en-LU
Awesome experienced,5,https://www.google.com/maps/contrib/102458822051681872538/reviews?hl=en-LU
Awesome view,5,https://www.google.com/maps/contrib/109367438254127204780/reviews?hl=en-LU
Awesome view and wine...,5,https://www.google.com/maps/contrib/116224110553967649031/reviews?hl=en-LU
"Awesome views, friendly staff, highly recommended!",5,https://www.google.com/maps/contrib/111340704787661496491/reviews?hl=en-LU
"Awesome views, great staff and excellent live music on Saturday night !",5,https://www.google.com/maps/contrib/100369200733964294915/reviews?hl=en-LU
Awesome!!!,5,https://www.google.com/maps/contrib/114830842984950196407/reviews?hl=en-LU
Awsome view over London,5,https://www.google.com/maps/contrib/112816354415627767777/reviews?hl=en-LU
Banging bar /restaurant with amazing views. The terrace is amazing when weather allows it.,5,https://www.google.com/maps/contrib/102100572826831020565/reviews?hl=en-LU
"Beautiful bar with the most incredible view. Two floors of luxury wood and brass paneled cozy spaces, with lush views of the city, and then a terrace and smoking area upstairs. Great drink selection, a few non alcoholic cocktails, and overall a charming hotel that it is inside of!",5,https://www.google.com/maps/contrib/101452821390451001902/reviews?hl=en-LU
Beautiful cocktail bar.,5,https://www.google.com/maps/contrib/111608925887095830898/reviews?hl=en-LU
Beautiful place with an amazing view of London. Breakfast are delecious ! 5 stars !,5,https://www.google.com/maps/contrib/112177128907233403253/reviews?hl=en-LU
"Beautiful place, nice drinks, great people. Best thing is you don't have to book just to have a drink. Smoking at the rooftop was a good facility.",5,https://www.google.com/maps/contrib/101586845824272177315/reviews?hl=en-LU
"Beautiful restaurant with friendly, welcoming and attentive staff. Food was second to none and the views of London City where simply stunning. Will definitely be returning on my next visit. Novotel Hotel was everything we could have asked for.",5,https://www.google.com/maps/contrib/106678295708964590604/reviews?hl=en-LU
Beautiful spot for a drink. Didn't have the time to have a bite to eat but would love to come back again sometime.  Amazing views and attentive staff,5,https://www.google.com/maps/contrib/111344600956381623978/reviews?hl=en-LU
Beautiful view and really tasty food.,5,https://www.google.com/maps/contrib/101284426049084295969/reviews?hl=en-LU
Beautiful views and cocktails were great! Also loved that it was not too crowded.,5,https://www.google.com/maps/contrib/111813422250484838130/reviews?hl=en-LU
"Beautiful views and top class food. Thanks to the chef from Dubai, his food was great.",5,https://www.google.com/maps/contrib/114762239783930762118/reviews?hl=en-LU
"Beautiful views from a hidden gem of the city!!! Great staff,really polite and bubbly! A must visit of the East side of town",5,https://www.google.com/maps/contrib/116780786871794722472/reviews?hl=en-LU
"Beautiful views, love the view especially from the rooftop. Drinks were a little pricey but still worth it.",5,https://www.google.com/maps/contrib/106057097107638798934/reviews?hl=en-LU
Beautiful!,5,https://www.google.com/maps/contrib/105740334675847339798/reviews?hl=en-LU
Best bar I ever was. The waitress are very very polite and funny. The view is absolutely beautiful.,5,https://www.google.com/maps/contrib/102871652096871736443/reviews?hl=en-LU
Best drinks and best views of London!,5,https://www.google.com/maps/contrib/113595729748068676049/reviews?hl=en-LU
"Best view of London, day or night!",5,https://www.google.com/maps/contrib/104880633073549095163/reviews?hl=en-LU
Best view over London.,5,https://www.google.com/maps/contrib/106053137940486151330/reviews?hl=en-LU
Better than average selection of Scotch and Vodka.  Friendly bartenders and a terrific view of the city.,5,https://www.google.com/maps/contrib/113929108706057593788/reviews?hl=en-LU
"Bokan bar is by far the best bar in a Canary Wharf, from the minute you step into the bar on the 38th floor, you are greeted with a smile, friendliness and care. Drinks and food are great and if you are lucky enough you get to meet the star …",5,https://www.google.com/maps/contrib/104564967820784169140/reviews?hl=en-LU
"Bokan is a 3 level rooftop bar, with a view over whole London, from the City. The atmosphere is relaxed and cheerful, there is live music and friendly service. The prices are very reasonable and it is just a perfect start for a Friday …",5,https://www.google.com/maps/contrib/100844228540353662864/reviews?hl=en-LU
"Bokan is a 3 level rooftop bar, with a view over whole London, from the City. The atmosphere is relaxed and cheerful, there is live music and friendly service. The prices are very reasonable and it is just a perfect start for a Friday …",5,https://www.google.com/maps/contrib/117524713439092820956/reviews?hl=en-LU
Bokan served amazing food as always!,5,https://www.google.com/maps/contrib/113978400784012571979/reviews?hl=en-LU
"Bokan spreads over three floors: the restaurant on the 37th, the bar on the 38th and the roof terrace on the 39th. The vibe is great and drinks and food are very good. However, the best part is the breathtaking view of London and Canary Wharf.",5,https://www.google.com/maps/contrib/100812516456784852051/reviews?hl=en-LU
Breakfast with a view. Fab hotel restaurant and bar with great views of London and perfect location in Canary wharf. Good knowledgeable staff very friendly and music gave a nice atmosphere to enjoy a weekend break away,4,https://www.google.com/maps/contrib/115662456611795118437/reviews?hl=en-LU
Breath taking views,5,https://www.google.com/maps/contrib/106308840058806305151/reviews?hl=en-LU
"Breathtaking rooftop bar - following several rooftop hotel bars in Miami FL (USA), I found this location in London, and it really did impress. Perched on top of the Novotel on the 39th floor, this location offers incredible views of London, …",5,https://www.google.com/maps/contrib/102834472655624502813/reviews?hl=en-LU
"Brilliant place with fantastic views, great service and prices which are not too high!",5,https://www.google.com/maps/contrib/113422201555640350445/reviews?hl=en-LU
Brilliant views friendly staff,5,https://www.google.com/maps/contrib/102775265766722916492/reviews?hl=en-LU
"Brilliant views, nice and polite staff, good drinks selection, nice food options, convenient location",5,https://www.google.com/maps/contrib/107541310149750868607/reviews?hl=en-LU
Brilliant!,5,https://www.google.com/maps/contrib/108106581604339733054/reviews?hl=en-LU
Brilliantly appointed Hotel by Dockland light railway.Dini g is on 38th floor!,5,https://www.google.com/maps/contrib/109471461309231607332/reviews?hl=en-LU
"Brittiant views, lovely decor, well worth a visit",5,https://www.google.com/maps/contrib/106401537827094874497/reviews?hl=en-LU
Busy bar and restaurant. Served by personable staff,4,https://www.google.com/maps/contrib/114302554106308473924/reviews?hl=en-LU
Came here for brunch to celebrate my 30th birthday with friends. Tasty food and impeccable service. The bottomless brunch menu is also extremely good value for what you get. Would definitely recommend.,5,https://www.google.com/maps/contrib/112405685361097152240/reviews?hl=en-LU
Came here for the bottomless brunch and we had lovely meal Come in early at 12:30 stay til closing 14:30 Food was amazing!,5,https://www.google.com/maps/contrib/106858908421220149486/reviews?hl=en-LU
"Certainly the way to eat breakfast, looking out over London. Excellent selection of foods available with very friendly, courteous, efficient staff. Highly recommended, will definitely stay in this Novotel again when in London.",5,https://www.google.com/maps/contrib/112812844878308610862/reviews?hl=en-LU
Cocktail drinks as  before dinner drinks service very slow,3,https://www.google.com/maps/contrib/116820163984144886740/reviews?hl=en-LU
Cool bar but needs a better customer service.,4,https://www.google.com/maps/contrib/112283817812682395302/reviews?hl=en-LU
Cool Canary and river views,5,https://www.google.com/maps/contrib/111313598090017029844/reviews?hl=en-LU
Cool place 👍,5,https://www.google.com/maps/contrib/101817067298831816972/reviews?hl=en-LU
"Cool place, slow service. Quite expensive, as you'd imagine. Worth going for a drink, for the view alone",4,https://www.google.com/maps/contrib/102975361393823823345/reviews?hl=en-LU
Cool Place. Great view. Good drinks. And the restaurant is also good.,5,https://www.google.com/maps/contrib/101926516548680119133/reviews?hl=en-LU
"Day and night, it’s really nice view and atmosphere. It worth to visit.",4,https://www.google.com/maps/contrib/115758353666116275509/reviews?hl=en-LU
Definitely one of the best rooftop bar/ restaurants in London. Expansive views of London and Canary wharf and a really nicely done interior that pleasantly deviates from the steel abs glass look you usually get. Friendly and professional …,5,https://www.google.com/maps/contrib/111624675902172124089/reviews?hl=en-LU
Delicious drinks with an amazing view.,5,https://www.google.com/maps/contrib/111031952916621433550/reviews?hl=en-LU
Delicious food but the portions were not enough,5,https://www.google.com/maps/contrib/105551140978502050916/reviews?hl=en-LU
Delicious main course & desert! Very creative and ok portions. Great view!,5,https://www.google.com/maps/contrib/105079199863075549796/reviews?hl=en-LU
"disgrace...Didnt get served. Place was empty, I was the only person waiting 10 minutes at the bar while the barman  washed the cocktail strainer. I asked him was he serving and he said yes in a tone and continued to wash dishes. So i left....",1,https://www.google.com/maps/contrib/111588380800434574838/reviews?hl=en-LU
Domenico is a star ! Best cocktails I’ve had at Bokan In a long time.  Professional and caring customer service.  The guy is a natural!,5,https://www.google.com/maps/contrib/103430831955959987528/reviews?hl=en-LU
"Domenico it's a surprise guy great cocktail and good flavour,go for it",5,https://www.google.com/maps/contrib/101059265665048895532/reviews?hl=en-LU
"Don't expect a great cuisine! The food is average. The view, the band, the terrace, the atmosphere in general is fantastic!",4,https://www.google.com/maps/contrib/106646709052385482803/reviews?hl=en-LU
Dont really get seating are. But drinks are good,3,https://www.google.com/maps/contrib/115623543791015199828/reviews?hl=en-LU
Drinks were good and so was the view but the food requires significant improvement. Staff was polite.,2,https://www.google.com/maps/contrib/107518586146771799870/reviews?hl=en-LU
👌🏻👌🏻👌🏻 Wonderful,5,https://www.google.com/maps/contrib/117740715735479483609/reviews?hl=en-LU
Epic view! Questionable cocktails.,4,https://www.google.com/maps/contrib/100872763902964271371/reviews?hl=en-LU
Everything was great but the live music was too loud (which we didn't come for) and our table upstairs was not cleaned.,4,https://www.google.com/maps/contrib/108128923218627794845/reviews?hl=en-LU
"Excellent food, completely let down by the service. My partner and friend had 3 courses with wine. Every dish was a delight - well presented, sublime flavours. This is a huge shame as the whole experience was let down by service errors and …",2,https://www.google.com/maps/contrib/114942082988079190813/reviews?hl=en-LU
Excellent rooftop,5,https://www.google.com/maps/contrib/113869177346710904913/reviews?hl=en-LU
Excellent service.  They could improve the taste of the food though,4,https://www.google.com/maps/contrib/101795294441484772601/reviews?hl=en-LU
"Excellent view, great kitchen. The staff may be a bit impatient taking drink orders however is this strange if there is just one drink menu for eight people on the table...the food really compensates this all. On Friday and Saturday nights, enjoy the live music in the bay and remember to enjoy the great views!",5,https://www.google.com/maps/contrib/106781518735762984290/reviews?hl=en-LU
Excellent views,4,https://www.google.com/maps/contrib/109123450539933030414/reviews?hl=en-LU
Excellent views! Ambient atmosphere! Professional personnel!!,5,https://www.google.com/maps/contrib/115146140615840792205/reviews?hl=en-LU
"Excellent views, nice vibe",4,https://www.google.com/maps/contrib/113921233459203523116/reviews?hl=en-LU
"Excellent views, not to be missed.",5,https://www.google.com/maps/contrib/110021664372876400762/reviews?hl=en-LU
Expensive but it's worth it for a special drink up at the roof terrace,5,https://www.google.com/maps/contrib/107261306893741078319/reviews?hl=en-LU
"Fab location, great 270° views. Good vibes. Equally good for singles & couples. Busy on dry nights.",4,https://www.google.com/maps/contrib/113912070062197774756/reviews?hl=en-LU
Fab place and not too pricey! Loved it,5,https://www.google.com/maps/contrib/106629205756656235866/reviews?hl=en-LU
"Fabulous lunch today with our wonderful friends from New Zealand. Tim duty manager really looked after us, so charming! The waitresses in bokan restaurant were lovely,  nothing was too much trouble, the food was excellent. Views over the city are fabulous. Thank you everyone, we will definitely be coming back again",5,https://www.google.com/maps/contrib/110996124870751735098/reviews?hl=en-LU
FABULOUS view of London . Food is fancy but didn't hit the spot for.me.,3,https://www.google.com/maps/contrib/110885457019023557939/reviews?hl=en-LU
"Fantastic bar, restaurant, views and service. Love it.",5,https://www.google.com/maps/contrib/107600600865269107950/reviews?hl=en-LU
"Fantastic place to visit even just for a drink. The views are fantastic, bar food and drink prices not outrageous. Can get very busy and noisy but well worth the visit if you are in the area.",4,https://www.google.com/maps/contrib/114889049695200566064/reviews?hl=en-LU
"Fantastic skyline views (especially at sunset), exquisite cocktail, superb service, in one of the most tasteful setting for a bar with a view. The mix of modern brass features is beautifully balanced with dark wood. Ps: best toilet view in London",5,https://www.google.com/maps/contrib/102121623656536682963/reviews?hl=en-LU
Fantastic view and amazing food!!,5,https://www.google.com/maps/contrib/106584781149736873838/reviews?hl=en-LU
Fantastic view and great fingerfood,5,https://www.google.com/maps/contrib/112793796101780900511/reviews?hl=en-LU
"Fantastic view for a romantic sunset, really really friendly staff, and outdoor warmers so we can appreciate the view on the rooftop and still be warm and cozy. the wine and food menu is awesome ⭐⭐⭐⭐⭐",5,https://www.google.com/maps/contrib/103351685213753435626/reviews?hl=en-LU
"Fantastic view, great food. The staff are very attentive and the quality of the food is very high. Delicious and very well presented, it's pricey but good value.",5,https://www.google.com/maps/contrib/111759477173930348821/reviews?hl=en-LU
Fantastic views,5,https://www.google.com/maps/contrib/114657525634697110478/reviews?hl=en-LU
Fantastic views over Canary Wharf and the City.,4,https://www.google.com/maps/contrib/102567486919826871416/reviews?hl=en-LU
Fast and friendly bar service,5,https://www.google.com/maps/contrib/105725154610248604684/reviews?hl=en-LU
"Fast service, great cocktails and one of the best views of the city as you're not in amongst the buildings so you get to see Tower Bridge and the Wheel. Prices are high as you'd expect. Head for the roof terrace on 39.",5,https://www.google.com/maps/contrib/109074494820410942141/reviews?hl=en-LU
Faultless food. I could not believe it. A little gem of a surprise!!!,5,https://www.google.com/maps/contrib/111882077173363106056/reviews?hl=en-LU
"Favourite sky bar, great friendly staff. Amazing views of London & Canary Wharf. Dark Whale cocktail is out of this world!",5,https://www.google.com/maps/contrib/100644419986353361248/reviews?hl=en-LU
"favourite spot in London. I come here often as the view is amazing. Call them if you want to have a table by the window as it gets pretty busy at night, especially weekends.",5,https://www.google.com/maps/contrib/104745175553027073999/reviews?hl=en-LU
